"row_num","gen_method","b_Price","b_Acceleration","b_OpCost","b_hev","b_phev20","b_phev40","b_bev","b_bevRangeRel","b_noBEVFC","b_american","b_chinese","b_japanese","b_skorean","lambda_ICE","lambda_PHEV","lambda_BEV","LL1","LL2","LL3","LL4","gradNorm1","gradNorm2","gradNorm3","gradNorm4","stop_ef","stop_status","pruned_optima_row","end_conv","end_LL","end_ef","end_outcome_status","end_index"
60,"logit_random",-0.00125909807568382,0.0277007920658722,0.118343928061879,0.065930180497427,0.00283326828115263,0.282455065512142,-0.531587581561816,0.452490395343424,-0.554002076463463,-0.0684575570575341,-0.667335166606354,-0.106224096359406,-0.566657400143094,0.0357001658761874,0.211378705082461,0.955117324837483,-21018.1044521177,-9424.85437657074,-9282.27832114877,NA,NA,1470.56836113104,0.0159309333291744,NA,4,"dup_best_test0_conv",11,1,-9282.27832110769,1,"best",61
61,"logit_random",0.078544455285972,-0.0564677616932057,-0.243196896581897,0.074898559298726,0.00947272328399944,0.200492275117437,-0.0242733691604433,0.280852048600653,-0.0603826941433176,-0.086492011967621,-1.36065241514115,-0.0671459648955478,-0.65889941894555,0.76515523779206,0.538771328115836,0.84902208251413,-21391.5188445343,-9429.59814028724,-9282.27832110769,-9282.27832110769,NA,6203.1477982565,0.0184391610847194,NA,1,"best",0,1,-9282.27832110769,1,"best",61
62,"logit_random",-0.0639462030211476,0.166170072122728,-0.143458079190267,-0.0418385669127637,0.00832198458807411,0.271267948426782,-0.572160398733191,0.452396691751117,-0.098612100611301,-0.185408937948587,-0.565422744397349,-0.0162346166975556,-0.487009175407378,0.365277433181182,0.105805071787909,0.733497234401293,-12132.7801680745,-9292.72301395665,-9282.27832111618,NA,NA,902.531211793719,0.037896618620239,NA,4,"dup_best_test0_conv",61,1,-9282.27832110769,1,"best",61
63,"logit_random",-0.117774570737232,-0.0780591377970062,-0.217914103130256,-0.0174598476010711,0.00825791537518148,0.124563483168304,-0.249429031299325,0.528891915717272,-0.327531693544727,0.0643643531508935,-1.03681143409042,-0.00887398194954971,-0.617118252568002,0.780170053965412,0.339034503577277,0.833958888198249,-10734.9095309734,-9282.27832311407,NA,NA,NA,0.210044585106159,NA,NA,4,"dup_best_test0_conv",1,1,-9282.27832110769,1,"best",61
64,"logit_random",-0.0444946370639717,0.0271586581358338,-0.135771065076587,0.05877931136082,0.00225509896448409,0.0377362087839957,-0.227478304476201,0.484372628499476,-0.303155934235978,-0.0360664230065035,-2.52965174147188,-0.123687862722753,-0.210597162706614,0.296289554378018,0.730375539851375,0.238639461081475,-13954.5706082632,-9283.35960926365,NA,NA,NA,372.147194590094,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
65,"logit_random",-0.124062381584777,-0.0269345130338201,-0.118628121502164,0.0490296149437225,-0.00938216678387242,0.0489367761906991,-0.44612219708686,0.322238302000449,-0.490017888925588,-0.135019125005043,-1.87052486635356,0.0216036571852084,-1.00651641417608,0.799925772720017,0.89497009631712,0.0307750572590157,-55765.4806594993,-9286.0633450216,NA,NA,NA,612.190202962648,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
66,"logit_random",-0.0521536767707935,-0.121563727200309,-0.202443300347214,-0.0379758742640346,0.00746588404247708,0.0948446662976922,-0.443787676035993,0.2036880507638,-0.126001598893884,-0.187104600913722,-2.10252193156034,-0.0339573618474982,-0.30553854867239,0.524303104430437,0.839141205307096,0.106039580614306,-18021.1368877893,-9323.04415570604,-9282.27832116961,NA,NA,171.628303912011,0.0469242022156768,NA,4,"dup_best_test0_conv",11,1,-9282.27832110769,1,"best",61
67,"logit_random",-0.0559987425914325,0.00314883215911753,-0.193380448756675,0.0997905632078941,-0.0105765685017193,0.0496796265683119,-0.0375384069902917,-0.178192819083788,-0.416374114435507,-0.280367345946083,-1.70089426323172,-0.060345164757687,0.240683340474347,0.70204521374777,0.7017182488041,0.551092561492696,-11038.7224403623,-9282.2783220152,NA,NA,NA,0.134728188639967,NA,NA,4,"dup_best_test0_conv",1,1,-9282.27832110769,1,"best",61
68,"logit_random",-0.0886172477540002,-0.183010185246378,-0.246960151915796,0.207102789291339,0.0423503164867552,0.188234367169041,0.0510087675721171,0.523773929101774,-0.054549630619267,-0.0833300123391695,-1.6225641531055,-0.0752996831008904,0.158016608129716,0.636571257230826,0.419037404083647,0.237021699673496,-13821.7426128111,-9282.49760517952,NA,NA,NA,165.394018073927,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
69,"logit_random",-0.00620841089150316,-0.100403126469013,0.0435446652967477,0.095957054123266,0.000259765115713337,0.263025883856299,-0.00820661386117122,0.28103013407358,-0.396468202204028,-0.0382923368565582,-0.607143268170814,-0.0114497412824605,0.0284333043981689,0.294801667346619,0.647633420145139,0.313858307874762,-12195.6250832073,-9282.27850825175,NA,NA,NA,10.232508394948,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
70,"logit_random",-0.00534582148097024,0.0500059513011922,-0.107508398646005,0.100862061411833,0.00585081425054866,0.312572660074053,-0.106821884700311,0.394640522550628,-0.462845472829737,-0.108907057329755,-1.50833881244196,-0.180290994797975,-0.400809722476267,0.187082792241126,0.969837488248013,0.646827476155013,-11978.6092127512,-9282.37375665769,NA,NA,NA,237.407900168385,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
71,"logit_random",-0.102634540753975,-0.189131478341488,-0.175539491642145,-0.0400488869661246,0.0105848110012149,-0.0117088382209734,-0.313215053027238,0.889617313462115,-0.181433938836556,-0.0729586730439327,-2.23903433764778,-0.0838631545852227,-0.79723623372589,0.718853290015832,0.988228449067101,0.911589120132849,-10443.8124381292,-9282.27832704796,NA,NA,NA,0.863357087891843,NA,NA,4,"dup_best_test0_conv",1,1,-9282.27832110769,1,"best",61
72,"logit_random",-0.0290073637052329,-0.167376416882207,0.0205042394414848,0.0623135629348982,0.0168285800017615,0.190438201324513,0.0958929315025559,0.343537769664738,-0.381712975154929,-0.0709874172726674,-1.39375683888492,-0.0170393543753658,-0.34145656400678,0.593285651719198,0.175302388360724,0.917660102760419,-10888.4801608658,-9282.28409093731,NA,NA,NA,27.5272992538324,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
73,"logit_random",-0.184190759586547,-0.146641438278062,-0.103524421732059,0.154346318240237,0.00750379356632755,0.145795492602206,-0.00536653064090326,-0.18953146531679,-0.449107073486052,-0.126569183120829,-1.38072237372161,-0.0564924890360409,0.158356460200735,0.917375736082904,0.311958989524283,0.596628007898107,-14962.3047369475,-9282.27842095212,NA,NA,NA,2.74197332408344,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
74,"logit_random",-0.169217543931384,-0.299612819824138,-0.188321530605089,0.0138361695965621,0.0255941953853404,0.447516060109294,-0.250748986362043,0.139629843171981,0.417319565536915,-0.255603423251289,-2.09249113938982,-0.101164370920436,-0.317264569130885,0.043091751569882,0.198671776135452,0.806467632390559,-24844.2039343869,-9590.80275461002,-9282.27840786494,NA,NA,2707.0641716444,1.87945439347308,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
75,"logit_random",-0.284972691942718,-0.188178935968807,0.0398966878928673,0.176937119128922,0.00481705978724506,0.185912708137891,-0.190204597122388,0.371070446482642,-0.00175123310310837,-0.186760013301951,-1.59588884652321,-0.0278388932254037,-0.268130158987904,0.582435357519425,0.412068288540468,0.397612513117492,-22738.3278563824,-9283.54992598821,NA,NA,NA,1021.0693216233,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
76,"logit_random",-0.0557554374843205,-0.17071848976255,0.135104255402684,0.025164178112878,0.00147006245675826,0.00359608227299468,-0.0883273474081963,0.369869375698856,0.0496083166138777,-0.253597626126297,-1.80091544061847,-0.158821895826625,-1.03750754285759,0.152291396958753,0.1372010227805,0.0540885455906391,-36599.8592131367,-9340.00833680269,-9282.27832116377,NA,NA,918.918388448957,0.182050595130349,NA,4,"dup_best_test0_conv",11,1,-9282.27832110769,1,"best",61
77,"logit_random",-0.0900121828158626,-0.0433098886348717,-0.185497565830232,0.0696285856774265,-0.00140454726065826,0.403950017009492,-0.289400079970621,0.467502438637115,0.268952088324137,-0.0658002383217998,-0.638480577246981,-0.0449536360811015,-0.552051243218735,0.400367721612565,0.731079924949445,0.0503214121935889,-33173.1367586482,-9372.2138883618,-9282.27832122155,NA,NA,6324.68372209203,0.16047083687721,NA,4,"dup_best_test0_conv",1,1,-9282.27832110769,1,"best",61
78,"logit_random",-0.22648933055259,0.0727057885583466,-0.0937868669460457,0.0211895764938917,0.0350078028323066,0.00278547850465996,-0.195912549810768,-0.188250984442061,-0.0904713213155671,-0.232558409710733,0.762007561697951,-0.00783482982150008,0.16502816023738,0.24486907850951,0.875317984316498,0.97058683230076,-19099.8057614716,-9282.63858491291,NA,NA,NA,47.8532344168787,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
79,"logit_random",-0.043767499183986,-0.0855592460446938,-0.139419326005228,0.00638592616271463,0.0113182335538811,0.0308168646283776,-0.346616093346555,0.253985781413938,-0.49610016028991,-0.311760992042017,-0.607613400121167,-0.00866156478453969,-0.701285348454569,0.751773602343164,0.0755857316730544,0.14059863677714,-14769.5547204141,-9457.34184371641,-9282.27832115382,NA,NA,7300.43351662636,0.109162510199916,NA,4,"dup_best_test0_conv",11,1,-9282.27832110769,1,"best",61
80,"logit_random",-0.108205960949523,-0.0923506657304856,-0.216765907813351,0.128872790212246,0.018144570248146,-0.0811731960459116,-0.273663928696403,0.338736830377018,-0.166085074617205,-0.0841509276491157,-3.02282736366631,-0.115926770238486,-0.395533662757087,0.967210436207242,0.707670040163212,0.811210442278534,-10796.6991391901,-9282.27833279434,NA,NA,NA,1.89933114837761,NA,NA,4,"dup_best_test0_conv",1,1,-9282.27832110769,1,"best",61
81,"logit_random",0.054161950114633,-0.102247859626011,-0.209313635280715,0.101310480674339,0.020876537431929,0.100711932783642,0.133376752319001,0.1668805365376,-0.206506311304512,-0.240520672681898,-0.687499219388324,-0.155006031537523,0.00467949433367026,0.76331284772139,0.0910178836248815,0.147111779833212,-40737.0158059591,-9293.0931197738,-9282.27832113235,NA,NA,214.158170143534,0.0709039038432005,NA,4,"dup_best_test0_conv",11,1,-9282.27832110769,1,"best",61
82,"logit_random",-0.18777281686449,-0.129260156950292,-0.121783581295018,0.107558279135106,0.0188882343855207,-0.0894225804815157,-0.156624776427013,0.220761272259702,-0.0684387610734327,-0.0618684018946263,1.36043586629452,0.0227534662979403,-0.364137319629135,0.367565063801594,0.732271740660071,0.124458096185699,-37168.3667176783,-9944.2475204976,-9282.29856830942,NA,NA,4227.26799371965,75.902782943198,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
83,"logit_random",-0.0236327272098651,-0.130002053430568,0.0207134882954149,0.0844194850884047,0.0213357216413932,0.253111723316135,-0.352368327911278,0.221120301029016,-0.433903108669729,-0.0921376815577314,-0.270941436381372,-0.0722131511086948,-0.0937398812908816,0.761491902130656,0.643830470270477,0.735568904005922,-10687.1650029165,-9282.27833927672,NA,NA,NA,0.266579054867781,NA,NA,4,"dup_best_test0_conv",1,1,-9282.27832110769,1,"best",61
84,"logit_random",0.0122374118387791,0.0080621982261929,-0.213832398431333,0.0559460252074287,0.0171328887419769,0.256502606779091,-0.219963804983607,-0.0923467691163684,-0.0418018520635701,-0.222590400752561,1.28557303054815,-0.117514497271828,-0.196528186798871,0.975255343704484,0.0368823206983507,0.33247410567943,-37056.8697307213,-9373.63082569034,-9282.2783227993,NA,NA,711.812791191714,0.334848587726429,NA,4,"dup_best_test0_conv",1,1,-9282.27832110769,1,"best",61
85,"logit_random",-0.0776815178224438,-0.0869556180247421,0.0126363110035788,0.076679583590509,0.0326831582761585,-0.00250497259602886,-0.296186092347231,0.0364150869090981,-0.219623896007706,-0.104951238313383,0.641340014750398,-0.0708326070521913,0.123761895805197,0.36372991012875,0.760814363076352,0.853849155930802,-11903.4531134422,-9282.28934308676,NA,NA,NA,20.1411311401525,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
86,"logit_random",-0.150795225237859,-0.150745206067856,-0.123275640669558,0.0583808816483154,0.0254642268421374,0.0791934963496351,-0.35927636571558,-0.396600119623413,0.101071364793192,-0.000708527162121192,-0.0800814241191019,-0.00141104610160447,-0.997042061673041,0.775660531716421,0.600298174405471,0.82447769750841,-13682.4295256188,-9282.27969487491,NA,NA,NA,5.69713021206722,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
87,"logit_random",-0.0353913492345429,-0.0557451747065594,-0.129797784276442,0.0579440585794942,0.00037981077749848,0.200743927998698,-0.0891692767493132,-0.174749003209725,-0.285504077645469,-0.113165614406108,-0.289500661127557,0.025974401769756,-0.855461065607934,0.327944090664387,0.440440599806607,0.834638154301792,-10792.1101281411,-9282.27833481851,NA,NA,NA,0.85201639064,NA,NA,4,"dup_best_test0_conv",1,1,-9282.27832110769,1,"best",61
88,"logit_random",-0.00787137574504203,-0.000217112679011311,-0.0747266232296767,0.0906920768658288,0.0282800742798413,0.0859066640455353,-0.079409412168289,0.374583346809697,0.514518487636863,-0.160214766330145,-2.31553108828294,-0.0809521295535914,-0.98225036151578,0.599535165238194,0.448772546127439,0.908675871002488,-12170.3181131674,-9282.29878192171,NA,NA,NA,34.0655609168211,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
89,"logit_random",-0.0567646159841047,-0.0514069951820892,0.00614440218528227,0.0897173650112506,0.00851243681853034,0.486707553282136,-0.0833978297979088,0.230520430112619,-0.00268690679963879,-0.215677532322124,0.0755285862039259,0.0285765823292538,-0.791899630746625,0.75028199698776,0.39730184938293,0.443455493622459,-11379.8597111806,-9282.27847843177,NA,NA,NA,3.05159202181726,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
90,"logit_random",-0.0907000355013562,-0.178130017688537,0.0380458659737128,0.0812114599428383,0.0213533811708592,0.232397236269588,-0.141254606926878,0.326906646501605,-0.168625374591181,-0.0371698668871232,-1.92454939696341,0.0203890284030319,-0.807718778884641,0.919090459132567,0.427491859551519,0.981352135324851,-10507.0325891407,-9282.27833089434,NA,NA,NA,0.860144821130853,NA,NA,4,"dup_best_test0_conv",1,1,-9282.27832110769,1,"best",61
91,"logit_random",-0.0631551134426816,-0.192743761321256,-0.13012072551597,0.0500266253864273,-0.0110710202388598,-0.0360410369265372,-0.195574520144366,0.441597406554897,-0.504117283295705,-0.268810365401754,-2.18687905255871,0.0337487876447716,-0.396624234978695,0.330831252657808,0.112651976179332,0.256603470412083,-14082.573013029,-9286.97940966869,NA,NA,NA,1049.63927500481,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
92,"random",-0.673703024122989,-0.583096626956707,0.228571765175301,0.0965485668870994,-0.565596561356043,-0.417329023663998,0.913009644396153,0.0413107002694156,-0.50199395393433,-1.01475811259939,-0.134710692340924,0.348287320217775,0.788071579154385,0.292464417545125,0.336662171562202,0.0869296865491196,-147213.35899408,-10016.0705867999,-9282.2783300789,NA,NA,533.311807602752,0.570855418267379,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
93,"random",-0.262327079982935,0.714908957196771,-0.24233572923556,0.477270501612437,0.566020878108797,0.152540504269703,0.426036430212603,-0.0755085186285929,-0.487020756058608,-1.36799636535486,0.663243947810204,0.35320176909363,0.493580883791763,0.724402742334642,0.694674429995939,0.877395700076595,-22701.4660870036,-9282.27944582152,NA,NA,NA,8.35318308448092,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
94,"random",-0.432624329249023,0.337258559924255,-1.20247035620881,-0.669699905986447,-0.12593269015956,0.0336679555845714,0.876410924162764,0.385341373310939,0.50910896777273,-0.26126174508954,-0.303772039792826,0.564367430956013,0.575578182421938,0.446214026841335,0.914589346693829,0.983748379750177,-32530.0741558068,-9437.56709686748,-9282.27832550981,NA,NA,2221.79729497433,0.64022816524218,NA,4,"dup_best_test0_conv",1,1,-9282.27832110769,1,"best",61
95,"random",0.331414406590811,-0.365696101014634,0.342577662178289,0.0807681745864284,-0.0711265318324679,-0.666360518945458,0.52529113263313,0.426093024839221,-0.303336795493365,-1.1031450268542,-1.20278203721599,0.36003590426818,-0.684063170044712,0.0375766962580383,0.317100076726638,0.968054068386555,-204228.098354104,-11099.143364941,-9282.27968537804,NA,NA,720.051428995374,2.95614491463047,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
96,"random",-0.478517207499982,0.165794109815343,0.547548589413344,-0.354629277108745,0.236875661915823,-0.307439897411169,0.174270547320551,-0.361079379899119,0.540511403610055,0.259428478571236,0.344362547316515,-0.228480861394407,0.769798841102605,0.347188053401187,0.584620862235315,0.550242038001306,-45861.9446090235,-9346.26538473969,-9282.27832397998,NA,NA,4987.71882013992,0.178217169829567,NA,4,"dup_best_test0_conv",1,1,-9282.27832110769,1,"best",61
97,"random",-0.223259839845868,0.675856646850555,0.237103610834922,0.437307308876908,-0.387281206407316,-0.450558258097989,-0.778359299623975,-0.0700204609662221,-0.377672547549328,-0.132561521397374,0.780444587881648,-0.0557594087779192,0.17891885941811,0.914626065371558,0.666057368540205,0.719104260914028,-23232.498240219,-9305.9654147163,-9282.278321121,NA,NA,343.209022309264,0.0313895147222859,NA,4,"dup_best_test0_conv",54,1,-9282.27832110769,1,"best",61
98,"random",1.11699433733938,-0.134115150885694,-0.0929599290664863,-1.1295234593134,0.523753901149627,0.279414320804663,-0.23574941114073,0.210144369728398,-1.07367957467277,-0.705078713697476,-0.959493437085515,0.0517879603167841,-1.10284263461785,0.784560407991521,0.790458729732782,0.772033601221628,-236026.054918337,-11290.2146636331,-9282.98762123542,NA,NA,3950.48034466674,85.4160297794049,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
99,"random",0.578514514030863,-0.280834548060118,-0.66264913172107,0.476384269057688,-0.316981423750014,0.0289329228690273,-0.190575840922486,0.13244823030149,0.141969019289889,0.556223757130225,-0.213312239613524,-0.659293912709326,-0.396810249086982,0.204585958253592,0.950070084473118,0.815162050500512,-148563.136979147,-10318.6336476286,-9282.27838828874,NA,NA,2492.23906366861,0.889400617370463,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
100,"random",0.539783182060142,-0.42490176567189,-0.0245181924673073,-0.739363669490954,-0.412851469542816,-0.511550699796614,-0.00418133332890239,-0.291303510085898,-0.0671367692549831,-0.818452702157379,0.311123293488425,-0.248213463275991,-0.014588500186071,0.586934416163713,0.415435360530391,0.183668800597079,-249575.302054205,-16204.6151821837,-9329.92418354482,-9282.27832273853,NA,4396.74789765541,1404.03589267868,0.209474334956224,4,"dup_best_test0_conv",47,1,-9282.27832110769,1,"best",61
101,"random",0.445672243953871,-0.608171009388285,0.607497490996201,-0.562382294772046,-0.929473042902375,-0.168486792839331,-0.153565409030884,0.265066512395991,-0.678085154109433,-0.341942090953942,0.119604608368398,-0.814666111579477,0.132783698463671,0.0967809517867863,0.0629753379104659,0.690775741492398,-283391.006565538,-10303.1734024231,-9282.28083343704,NA,NA,339.202562542876,8.42273635327803,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
